Title,Date,Link,Press,Body,Emotion,Comment_body,Comment_date,Comment_recomm,Comment_unrecomm,Num_comment,Section,Ignore,Category,ID
"[CES 2025] ""초개인화된 삶의 동반자""…삼성전자, '비전 AI' 공개",20250106,https://n.news.naver.com/mnews/article/001/0015143861?sid=101,,"   삼성전자가 미국 라스베이거스에서 열리는 세계 최대 가전IT 전시회 CES 2025 개막에 앞서 초개인화된 인공지능(AI) 스크린 경험을 위한 삼성 비전 AI를 공개했다.

용석우 삼성전자 영상디스플레이사업부장(사장)은 5일(현지시간) 라스베이거스 시저스 팰리스 호텔에서 열린 삼성 퍼스트 룩 2025 기조연설에서 삼성 AI 스크린은 단순한 시청 기기를 넘어 생활의 중심에서 새로운 사용자 경험을 선사하는 삶의 동반자 역할을 하게 될 것이라고 말했다.

삼성 퍼스트룩은 매년 CES 개막에 앞서 TV 관련 신제품과 신기술을 선보이는 행사다. 지난해에는 차세대 AI 프로세서인 NQ8 AI 3세대 프로세서를 공개하며 AI 스크린 시대의 포문을 열었다.

이번 행사에는 전세계 500여개 미디어가 참석했다.

삼성 비전 AI는 기존 TV의 역할을 확대해 사용자의 니즈와 취향 의도까지 미리 파악 스스로 스마트한 개인화된 경험을 제공한다.

한 번의 클릭으로 사용자가 원하는 정보를 찾아 알려주는 클릭 투 서치 외국어 콘텐츠 자막의 실시간 번역 사용자의 취향과 선호도를 반영해 이미지를 만들어주는 생성형 배경화면 등의 기능을 탑재했다.

사용자의 생활 패턴이나 기기 사용 이력 집안의 상태 등을 분석해 실시간으로 알려주고 적시에 필요한 기능을 지원하는 홈 인사이트 가족이나 반려동물의 상태를 살필 수 있는 패밀리펫 케어 등도 지원한다.

용 사장은 AI의 시대에 TV는 사람들의 취향과 니즈(요구)를 알아서 맞춰주는 인터랙티브한 역할을 할 것이라고 말했다.

 용석우 삼성전자 영상디스플레이사업부장(사장)이 5일(현지시간) 열린 삼성 퍼스트 룩 2025 행사에서 기조연설을 하고 있다. . 

삼성전자는 개인 맞춤형 AI인 비전 AI 컴패니언도 처음 공개했다.

비전 AI 컴패니언은 사용자의 관심사와 질문을 즉각적으로 시각화해준다. 사용자가 여행지 제안을 요청하면 맛집과 일정 추천 미술 작품 추천으로 이어지는 개인 맞춤형 경험을 제공하는 식이다.

삼성전자는 마이크로소프트(MS)를 시작으로 구글 등 다양한 글로벌 AI 기업들과 오픈 파트너십을 통해 AI 서비스를 제공할 예정이다.

스마트 모니터(M9)에는 MS 코파일럿 서비스를 탑재 시청 중인 콘텐츠와 연관된 정보 검색이나 콘텐츠 추천 등을 제공할 계획이다. 향후 TV 제품에도 코파일럿 등 다양한 AI 서비스를 도입할 예정이다.

19년 연속 글로벌 TV 시장 1위를 앞둔 삼성전자는 NQ8 AI 3세대 AI 프로세서를 탑재한 2025년형 네오(Neo) QLED 8K(QN990F)도 최초 공개했다.

저화질 콘텐츠를 8K 화질로 업그레이드하는 8K AI 업스케일링 프로 컬러와 입체감을 풍부하게 표현하는 오토 HDR 리마스터링 프로를 탑재 시청의 몰입감을 극대화했다.

삼성전자가 구글과 공동 개발한 3D 오디오 기술 이클립사 오디오는 2025년형 크리스탈 UHD 모델부터 네오 QLED 8K까지 지원한다.

삼성전자는 SM엔터테인먼트와 협력해 이클립사 오디오를 지원하는 삼성전자의 네오 QLED 8K TV와 HWQ990F 사운드바로 걸그룹 에스파의 위플래시(Whiplash) 영상을 삼성 퍼스트룩 행사장에서 시연한다.

삼성전자는 이번 CES에서 115형과 100형 네오 QLED 모델을 최초로 공개하며 초대형 TV 라인업을 강화했다.

또 큰 화면과 고화질 디스플레이를 선호하는 소비자 트렌드 변화에 발맞춰 98형 네오 QLED 8K뿐만 아니라 85형 네오 QLED 4K 83형 유기발광다이오드(OLED)까지 다양한 초대형 TV 라인업을 선보여 선택의 폭을 넓혔다.

마이크로미터() 단위의 LED 소자가 뛰어난 밝기와 선명한 색을 표현하는 마이크로 LED는 101 114 144형까지 선보였다.

삼성전자는 아트 구독 서비스 삼성 아트 스토어를 적용하는 TV 라인업을 확장하고 지난해에 이어 올해 세계 최대 아트 페어 아트 바젤의 공식 디스플레이 파트너로 참여하며 아트 시장 내 리더십도 강화한다.

2025년형 더 프레임은 원 커넥트 무선 연결 기능을 최초로 지원한다. 박스를 통해 TV와 외부 기기를 깔끔하게 연결할 수 있고 무선 연결을 통해 TV 주변 어디에나 자유롭게 배치가 가능하다.

업계 최초의 인터랙티브 디스플레이 더 프리미어 5 등 다양한 신제품도 선보였다.

삼성 더 프리미어 5는 터치 설루션을 탑재해 기존 프로젝터를 넘어선 제품으로 사용자가 손쉽게 화면을 조작하고 원하는 콘텐츠를 찾아낼 수 있는 직관적인 사용자환경(UI)을 갖췄다.

CES 최고혁신상을 받은 홀로 디스플레이와 미러 디스플레이 등 미래형 스크린도 공개한다.

홀로디스플레이는 물리적 매질 없이 공중에 상을 맺히게 하는 스크린 기술로 삼성의 왜곡 방지 기술이 적용됐으며 낮에도 밝고 선명한 화면을 제공한다.

미러디스플레이는 마이크로 LED 기술을 기반으로 거울 폼팩터와 높은 반사율을 구현했으며 아모레퍼시픽과의 협업을 통해 사용자의 피부 상태를 진단하고 스킨케어 방법을 추천하는 설루션을 제공한다.",Good:1 Warm:0 Sad:1 Angry:0 Want:2,,,,,,경제/IT,0,,20250106_001
"[게시판] 카카오뱅크, 삼성전자 제휴 한달적금 출시",20250106,https://n.news.naver.com/mnews/article/001/0015143068?sid=101,, 인터넷전문은행 카카오뱅크는 삼성전자와 제휴해서 한 달 만기 적금을 출시했다고 6일 밝혔다. 한달적금with삼성전자는 오는 13일까지 한정 판매되며 적금 납입 시 삼성전자 매장 등에서 사용할 수 있는 쿠폰을 받을 수 있다. ,Good:5 Warm:1 Sad:0 Angry:0 Want:0,,,,,0.0,경제/사회,0,,20250106_002
삼성전자 '홈 AI',20250106,https://n.news.naver.com/mnews/article/001/0015144796?sid=101,,"   이보나 삼성전자 DA사업부 CX인사이트 그룹장(상무)이 5일(현지시간) 미국 라스베이거스 시저스 팰리스 호텔에서 열린 AI 가전 신제품 공개 행사에서 삼성전자 홈 AI 기능을 설명하고 있다. ",Good:0 Warm:0 Sad:0 Angry:0 Want:0,,,,,0.0,경제/IT,0,,20250106_003
"하나증권 ""삼성전자 목표가↓…반도체 가격 낙폭 예상보다 커""",20250106,https://n.news.naver.com/mnews/article/001/0015142969?sid=101,,"   하나증권은 6일 삼성전자에 대해 D램과 낸드의 가격 하락 폭이 예상보다 크다며 목표주가를 9만5천원에서 8만4천원으로 낮췄다. 전 거래일(3일) 종가는 5만4천400원이다.

김록호 연구원은 D램과 낸드 모두 전방 산업 수요 부진으로 인해 당초 예상보다 가격 하락 폭이 크게 나타났다며 이에 따라 내년도 실적도 하향한다고 밝혔다.

이어 지난해 4분기부터 일반 D램의 가격이 하락하기 시작했고 주요 고객사향 고대역폭메모리(HBM) 매출액 개시도 예상보다 지연되며 D램 가격 가정을 기존보다 하향했다며 아울러 낸드 역시 기존 가정보다 보수적인 가격으로 낮췄다고 설명했다.

디스플레이 부문에 대해서는 경쟁 업체의 수율 안정화로 인해 (지난해 4분기) 북미 고객사 내 점유율이 전 분기 대비 축소되며 기존 예상보다 부진한 실적을 기록할 것으로 전망된다며 기존 대비 매출액과 영업이익 모두 보수적인 가정하에 (내년 실적) 전망치를 하향했다고 말했다.

다만 투자의견은 매수를 유지하며 일반 D램의 경우 보수적인 공급 정책을 유지하고 있어 생산 증가 폭이 제한적이라며 과거 사이클과 달리 가격 하락이 2개 분기 만에 마무리될 가능성이 상존해 주가 선반영을 고려하면 올해 1분기 중 비중확대 기회가 올 것으로 판단한다고 밝혔다.

또한 브로드컴의 ASCI(맞춤형 칩) 수요 증가가 기대되는 상황에서 삼성전자는 HBM CAPA(생산 능력)는 경쟁사 대비 운영 여력을 확보한 만큼 HBM 매출액 상향 가능성도 있다며 주가순자산비율(PBR)은 0.9배 내외로 여전히 저평가 구간이기도 하다고 설명했다.",Good:0 Warm:0 Sad:0 Angry:0 Want:0,"목표가라는게 1년내 도달가능한 숫자인데 애널들은 그냥 현재기준에서만 적고 중간에 오르면 따라 올려서 매년말에 근사치도 못따라가는게 무슨 목표가지..그냥 희망가인거지..
","2025-01-06T16:02:01+0900
","2
","0
",1.0,경제/IT,0,,20250106_004
"[CES 2025] 삼성전자, '홈 AI'로 초개인화된 미래형 집 선보인다",20250106,https://n.news.naver.com/mnews/article/001/0015143554?sid=101,,"   삼성전자가 오는 710일(현지시간) 미국 라스베이거스에서 열리는 세계 최대 가전IT 전시회 CES 2025에서 모두를 위한 AI(AI for All)를 주제로 초개인화를 위한 홈(Home) AI를 제안한다.

 삼성전자 모델이 CES 2025가 열리는 미국 라스베이거스 컨벤션 센터에 위치한 삼성전자 전시관을 소개하고 있다. . 

삼성전자는 라스베이거스 컨벤션센터에 참가 기업 중 가장 넓은 3천368(약 1천19평) 규모로 전시관을 마련한다고 6일 밝혔다.

전시관에서는 최신 AI 기술과 스마트싱스 허브를 탑재한 다양한 제품을 비롯해 상황별로 개인화된 홈 AI 경험 차량과 선박 등으로 확장되는 홈 AI의 진화 등을 선보인다.

삼성전자는 특히 홈 AI를 구현하는 데 있어 보안을 최우선으로 했다.

삼성 녹스 매트릭스는 블록체인 기반의 보안 기술로 연결된 기기들이 보안 상태를 상호 점검하다가 외부의 위협이 감지되면 해당 기기의 연결을 끊고 사용자가 바로 조치할 수 있도록 알려 준다.

2월부터는 연결된 기기의 보안 상태를 한눈에 확인할 수 있는 대시보드 기능도 적용된다.

 CES 2025가 열리는 미국 라스베이거스 컨벤션 센터에 위치한 삼성전자 전시관에서 삼성전자 모델이 삼성녹스를 소개하고 있다. . 

홈 AI를 구현하는 핵심 플랫폼인 스마트싱스는 구매한 제품을 자동으로 연결해주는 캄 온보딩(Calm Onboarding)을 비롯해 주변의 연동된 제품을 손쉽게 제어하는 퀵 리모트 집안 기기를 한 눈에 모니터링하는 맵 뷰 등의 차별화된 기능을 집중 소개한다.

특히 맵 뷰는 가구와 가전 제품의 사진을 찍으면 생성형 AI가 3D 모델링으로 배치해주고 사용자 취향에 맞춘 인테리어 이미지로 스킨을 생성하는 등 한층 개인화된 경험을 제공한다.

삼성전자는 이번 전시에서 에너지시간 절약 건강 관리 가족 케어 등 다양한 가족 구성원의 요구를 반영한 5가지 유형의 집을 제안한다.

효율적인 집에서는 현재 에너지 사용량을 비교해주는 스마트싱스 에너지 시간을 절약할 수 있도록 옷감에 맞춰 세탁건조 사이클을 알아서 설정하는 일체형 세탁건조기 비스포크 AI 콤보 등을 선보인다.

 CES 2025가 열리는 미국 라스베이거스 컨벤션 센터에 위치한 삼성전자 전시관에서 삼성전자 모델이 건강을 챙겨주는 집의 삼성헬스를 소개하고 있다. . 

건강을 챙겨주는 집은 공간 AI 기반 스마트싱스 앰비언트 센싱과 삼성헬스 등을 통해 수면과 운동 등 가족의 건강한 일상을 돌보는 모습을 엿볼 수 있다.

스마트싱스와 연동된 재실 센서를 통해 부모의 낙상 여부를 감지하고 가족의 스마트폰 TV 등으로 알림을 보내 위험 상황에 대처하도록 하는 사랑하는 가족을 돌볼 수 있는 집도 그중 하나다.

또 생산성을 높여주는 집에서는 갤럭시 북5의 AI 셀렉트 사진 리마스터 기능 등을 통해 업무나 학습 등 다양한 상황에서 생산성을 높이는 경험을 해볼 수 있다.

삼성 아트 스토어를 통해 유명 작가의 작품을 가정에서 TV로 보는 새로운 경험을 보여주는 집도 제안한다. 삼성 아트 스토어는 올해부터 더 프레임뿐 아니라 네오(Neo) QLED 8K와 네오 QLED QLED에 확대 제공될 예정이다.

전시에서는 삼성전자의 연결 경험이 차량선박비즈니스 공간으로 확장하는 모습도 확인할 수 있다.

스마트싱스 프로는 매장과 오피스 호텔 등에 적용 가능한 기업형 비즈니스 설루션을 제공한다.

매장에서는 점주의 사전 설정에 따라 자동으로 영업 준비를 할 수 있다. 영업 중에는 AI가 자동으로 최적화된 온도와 조도를 맞춰준다.

오피스 이용자는 안면인식 출입 인증예약 초대 등을 호텔 이용자는 체류 목적에 따른 방의 조명과 난방 설정 등을 경험할 수 있다.

현대차와의 차별화된 연결 경험도 체험 가능하다.

앞으로는 정전 상태에서 전기차의 배터리를 활용해 전기를 사용하거나 스마트싱스 에너지를 통해 사용자 스케줄에 맞춘 최적의 충전이 가능해진다.

차량 탑승 전 스마트싱스로 차량을 원격 제어하고 차량의 인포테인먼트 시스템으로 집안의 가전기기도 원격 제어할 수 있게 된다. 스마트싱스 파인드로 주차 위치도 쉽게 확인할 수 있다.

최근 삼성중공업에서 개발 중인 자율 항해 선박에도 스마트싱스 기술이 적용돼 선박 내 기기를 원격으로 모니터링하고 제어할 수 있다. 선박 케어 모드를 통한 수시 점검도 가능하다.

 CES 2025가 열리는 미국 라스베이거스 컨벤션 센터에 위치한 삼성전자 전시관에서 삼성전자 모델이 스마트싱스를 사용한 자율 항해 선박(ShiftAuto)을 소개하고 있다. . 

삼성전자는 시각장애인이 자막 내용과 콘텐츠를 더 생생하게 들을 수 있도록 하는 등의 접근성 기술과 미래 세대 육성을 위한 삼성 솔브포투모로우 등 사회공헌 노력도 소개한다.

전장(자동차 전기전자 장비) 자회사인 하만은 HDR10 화질의 고휘도 전장용 네오 QLED 설루션인 레디 디스플레이와 자동차 필러(기둥) 사이를 채우는 반사형 디스플레이인 하만 레디 비전 큐뷰(QVUE)를 선보인다.",Good:0 Warm:0 Sad:0 Angry:0 Want:0,,,,,0.0,경제/IT,0,,20250106_005
"삼성전자, CES 2025서 홈 AI 통해 초개인화된 미래 홈 제시",20250106,https://n.news.naver.com/mnews/article/001/0015143542?sid=105,," 삼성전자가 오는 7일부터 10일까지(현지시간) 미국 라스베이거스에서 열리는 세계 최대 전자 전시회 CES 2025에서 모두를 위한 AI를 주제로 초개인화를 위한 홈 AI를 제안한다고 6일 밝혔다. 삼성전자 모델이 CES 2025가 열리는 미국 라스베이거스 컨벤션 센터에서 삼성전자 전시관을 소개하고 있다.  ",Good:0 Warm:0 Sad:0 Angry:0 Want:0,,,,,0.0,IT/경제/세계,0,,20250106_006
빅스비 기능 설명하는 이보나 삼성전자 상무,20250106,https://n.news.naver.com/mnews/article/001/0015144791?sid=101,,"   이보나 삼성전자 DA사업부 CX인사이트 그룹장(상무)이 5일(현지시간) 미국 라스베이거스 시저스 팰리스 호텔에서 열린 AI 가전 신제품 공개 행사에서 빅스비 기능을 설명하고 있다. ",Good:0 Warm:0 Sad:0 Angry:0 Want:0,,,,,0.0,경제/IT,0,,20250106_007
"삼성전자, '2025 삼세페' 구독으로 혜택 강화",20250106,https://n.news.naver.com/mnews/article/001/0015143054?sid=101,," 삼성전자가 AI 구독클럽으로 더욱 풍성해진 2025 삼성전자 세일 페스타의 특별 혜택을 6일부터 5주간 제공한다고 밝혔다. 2025 삼성전자 세일 페스타를 맞아 삼성스토어 매니저가 제품을 설명하고 있다.  ",Good:0 Warm:0 Sad:0 Angry:0 Want:0,,,,,0.0,경제/사회,0,,20250106_008
삼성 퍼스트룩 2025,20250106,https://n.news.naver.com/mnews/article/001/0015144604?sid=105,," 5일(현지시간) 미국 라스베이거스 시저스 팰리스 호텔에서 열린 삼성 퍼스트룩 2025에서 행사 참여자가 2025년형 Neo QLED 8K를 체험하고 있다.  ",Good:0 Warm:0 Sad:0 Angry:0 Want:0,,,,,0.0,IT/경제/세계,0,,20250106_009
삼성전자의 미래형 스크린,20250106,https://n.news.naver.com/mnews/article/001/0015144244?sid=105,,"   세계 최대 가전정보기술(IT) 전시회 CES 2025 개막을 이틀 앞둔 5일 오후(현지시간) 미국 네바다주 라스베이거스 시저스 팰리스 호텔에서 열린 삼성 퍼스트 룩 2025에서 미디어 관계자가 미래형 스크린을 취재하고 있다. ",Good:0 Warm:0 Sad:0 Angry:0 Want:0,,,,,0.0,IT/경제/세계,0,,20250106_010
"삼성전자, 'CES 2025' 퍼스트룩서 '비전 AI' 공개",20250106,https://n.news.naver.com/mnews/article/001/0015143850?sid=101,," 삼성전자 영상디스플레이사업부장인 용석우 사장이 지난 5일(현지시간) 미국에서 열린 삼성 퍼스트 룩 2025 행사에서 기조연설을 하고 있다.  ",Good:0 Warm:0 Sad:0 Angry:0 Want:0,,,,,0.0,경제/세계,0,,20250106_011
[특징주] CES 개막 앞두고 삼성전자·SK하이닉스 등 반도체株 강세,20250106,https://n.news.naver.com/mnews/article/001/0015143267?sid=105,,"   세계 최대 가전정보기술(IT) 전시회인 CES 2025 개막을 앞두고 6일 장 초반 반도체주가 강세를 보이고 있다.

오전 9시 26분 SK하이닉스는 전장 대비 3.52% 오른 18만8천300원에 거래되고 있다.

삼성전자도 0.92% 오른 5만4천900원을 나타내고 있다.

한미반도체는 4.18% 오른 9만7천200원이다.

피에스케이홀딩스(8.87%) 디아이(8.46%) 테크윙(6.04%) 케이씨텍(4.30%) 이오테크닉스(2.41%) 등 고대역폭 메모리(HBM) 관련주도 일제히 강세다.

이들 반도체주의 강세는 오는 7일(현지시간) 개막하는 CES 2025에 대한 기대감이 반영된 것으로 풀이된다.

이번 행사에서는 젠슨 황 엔비디아 최고경영자(CEO)가 기조연설자로 나서 인공지능(AI) 기술의 비전을 공유하고 차세대 AI 가속기 블랙웰의 개발 및 공급 상황을 소개할 예정이다.

지난 3일(현지시간) 뉴욕 증시에서 엔비디아가 4.45% 급등한 것을 비롯해 기술주가 강세를 보이면서 나스닥지수는 1.77% 필라델피아반도체지수는 2.83% 올랐다.

SK하이닉스는 지난해 11월 개발 계획을 발표한 HBM3E 16단 제품의 샘플을 업계 최초로 공개한다.",Good:0 Warm:0 Sad:0 Angry:0 Want:0,,,,,0.0,IT/경제,0,,20250106_012
[마켓톺] 숨죽였던 반도체株 CES 발판으로 비상…하이닉스 이틀새 17% 급...,20250106,https://n.news.naver.com/mnews/article/001/0015144746?sid=105,,"   세계 최대 가전정보기술(IT) 전시회인 CES 2025 개막을 앞두고 6일 SK하이닉스가 무려 10% 가까이 급등하는 등 반도체주가 일제히 강세를 보였다.

삼성전자도 3% 가까이 오르는 등 시가총액 1 2위 종목이 나란히 크게 오르면서 코스피도 2% 가까운 상승세를 나타냈다.

이날 SK하이닉스는 전장 대비 9.84% 오른 19만9천800원으로 거래를 마쳤다.

개장과 함께 1.37% 오른 주가는 계속해서 오름폭을 키운 끝에 이날 최고가로 장을 마감했다.

SK하이닉스는 직전 거래일인 지난 6일에도 6.25% 급등하는 등 이틀새 16.71% 상승해 17만1천200원이던 주가가 단숨에 20만원을 목전에 두게 됐다.

삼성전자는 이날 2.76% 오른 5만5천900원으로 장을 마감했다.

주가는 한때 3.31% 올라 5만6천200원을 나타내기도 하는 등 내내 강세를 유지했다. 삼성전자는 이틀 동안 4.68% 상승했다.

한미반도체는 6.65% 오른 9만9천500원을 기록했다.

이들뿐만 아니라 디아이(10.61%) 피에스케이홀딩스(7.83%) 테크윙(6.99%) 케이씨텍(6.37%) 이오테크닉스(5.45%) 등 고대역폭 메모리(HBM) 관련주가 일제히 급등했다.

이에 따라 이날 KRX 업종 지수 중에서 반도체가 5.40% 올라 전체 1위를 기록했다.

코스피는 이날 1.91% 올랐으며 이틀새 3.74% 급등해 지난달 초 비상계엄 사태로 내줬던 2500선을 넘보게 됐다.

이날 외국인 순매수액 전체 1 2위 종목도 SK하이닉스(2천924억원) 삼성전자(958억원) 순이었다.

이들 반도체주의 강세는 오는 7일(현지시간) 개막하는 CES 2025에 대한 기대감이 반영된 것으로 풀이된다.

이번 행사에서는 젠슨 황 엔비디아 최고경영자(CEO)가 기조연설자로 나서 인공지능(AI) 기술의 비전을 공유하고 차세대 AI 가속기 블랙웰의 개발 및 공급 상황을 소개할 예정이다.

마이크로소프트가 2025 회계연도에 AI 데이터센터 구축을 위해 800억달러(약 118조원)를 투자하기로 한 것도 AI 투자심리 개선으로 이어졌다.

이에 지난 3일(현지시간) 뉴욕 증시에서 엔비디아가 4.45% 급등한 것을 비롯해 기술주가 강세를 보이면서 나스닥지수는 1.77% 필라델피아반도체지수는 2.83% 올랐다.

박성제 하나증권 연구원은 CES를 앞두고 AI에 대한 기대감이 커진 것이 국내 증시에 호재로 작용했다며 SK하이닉스와 삼성전자 등 대형주들의 상승이 코스피 상승에 기여했다고 말했다.

이런 가운데 SK하이닉스는 이번 CES에서 지난해 11월 개발 계획을 발표한 HBM3E 16단 제품의 샘플을 업계 최초로 공개할 예정이다.

증권가에선 국내 엔비디아 밸류체인 대장주로서 SK하이닉스의 강세가 지속될 것이라는 전망이 잇따르고 있다.

한국투자증권은 지난해 4분기 SK하이닉스의 영업이익이 8조3천억원으로 컨센서스(시장 평균 전망치)인 8조원을 웃돌 것으로 예상하고 SK하이닉스에 대한 업종 내 최선호주 의견을 유지했다.

채민숙황준태 한국투자증권 연구원은 HBM 매출 비중이 D램 내 40% 이상을 차지하고 있어 메모리 공급사 중 실적 안정성이 가장 높다며 HBM 판매 확대를 통해 시클리컬(경기 민감성) 진폭을 줄이고 있고 매 분기 실적으로 이를 증명하고 있다고 평가했다.

한동희 SK증권 연구원도 SK하아닉스 주가의 저점 상승 국면을 예상한다며 올해 1분기 감익 전망에도 불구하고 지난해 4분기 실적에서 확인될 경기방어력이 AI 사이클에서의 실적 저점에 대한 기준을 과거 대비 현저히 높일 것이라고 관측했다.

반도체 소부장(소재부품장비) 종목들도 최근 정부가 발표한 올해 경제정책 방향에서 기반 시설과 연구개발 등에 대한 추가 재정세제 지원 방안을 도입하기로 한 데 따른 수혜가 예상된다.

삼성전자의 경우 지난해 4분기 부진한 실적이 예상됨에 따라 증권가 목표주가가 계속해서 하향 조정되는 추세다.

다만 AI 산업의 지속적인 확대에 따른 수혜 기대감은 여전하다.

김록호 하나증권 연구원은 브로드컴의 주문형 반도체(ASIC) 수요 증가가 기대되는 상황에서 삼성전자는 HBM CAPA(생산 능력)가 경쟁사 대비 운영 여력을 확보한 만큼 HBM 매출액 상향 가능성도 있다고 말했다.",Good:0 Warm:0 Sad:0 Angry:0 Want:0,,,,,0.0,IT/경제,0,,20250106_013
삼성전자와 아모레퍼시픽이 협업한 피부 분석 기술,20250106,https://n.news.naver.com/mnews/article/001/0015144426?sid=105,,"   세계 최대 가전정보기술(IT) 전시회 CES 2025 개막을 이틀 앞둔 5일 오후(현지시간) 미국 네바다주 라스베이거스 시저스 팰리스 호텔에서 열린 삼성 퍼스트 룩 2025에서 미디어 관계자들이 미러 디스플레이를 활용한 피부 분석을 체험하고 있다. ",Good:0 Warm:0 Sad:0 Angry:0 Want:0,,,,,0.0,IT/경제/세계,0,,20250106_014
기조연설 하는 용석우 사장,20250106,https://n.news.naver.com/mnews/article/001/0015143864?sid=101,," 삼성전자 영상디스플레이사업부장인 용석우 사장이 지난 5일(현지시간) 미국에서 열린 삼성 퍼스트 룩 2025 행사에서 기조연설을 하고 있다.  ",Good:0 Warm:0 Sad:1 Angry:0 Want:0,,,,,0.0,경제/세계,0,,20250106_015
홀로 디스플레이 체험하는 행사 참여자,20250106,https://n.news.naver.com/mnews/article/001/0015144614?sid=105,," 5일(현지시간) 미국 라스베이거스 시저스 팰리스 호텔에서 열린 삼성 퍼스트룩 2025에서 행사 참여자가 홀로 디스플레이를 체험하고 있다.  ",Good:0 Warm:0 Sad:0 Angry:0 Want:0,,,,,0.0,IT/경제/세계,0,,20250106_016
오디세이 3D 체험하는 행사 참여자,20250106,https://n.news.naver.com/mnews/article/001/0015144605?sid=105,," 5일(현지시간) 미국 라스베이거스 시저스 팰리스 호텔에서 열린 삼성 퍼스트룩 2025에서 행사 참여자가 오디세이 3D를 체험하고 있다.  ",Good:0 Warm:0 Sad:0 Angry:0 Want:0,,,,,0.0,IT/경제/세계,0,,20250106_017
더 프리미어 5 체험하는 행사 참여자,20250106,https://n.news.naver.com/mnews/article/001/0015144606?sid=105,," 5일(현지시간) 미국 라스베이거스 시저스 팰리스 호텔에서 열린 삼성 퍼스트룩 2025에서 행사 참여자가 더 프리미어 5를 체험하고 있다.  ",Good:0 Warm:0 Sad:0 Angry:0 Want:0,,,,,0.0,IT/경제/세계,0,,20250106_018
"삼성, 사내 기술 전문가 '2025 삼성 명장' 15명 선정",20250106,https://n.news.naver.com/mnews/article/001/0015143117?sid=101,,"   삼성은 제조 설비 품질 인프라 금형 계측 구매 등 핵심 기술 분야 전문가들을 2025 삼성 명장으로 선발했다고 6일 밝혔다.

올해 선정된 삼성 명장은 총 15명으로 작년에 이어 사상 최대 규모다.

계열사별로는 삼성전자 9명 삼성디스플레이 2명 삼성SDI 2명 삼성중공업 2명이 명장으로 선정됐다.

삼성전자에서는 금형 신기술을 개발한 생활가전사업부 강준배(51) 명장 반도체 노광기 성능 개선분석 전문가인 메모리사업부 김정환(52) 명장 등이 선정됐다.

또 삼성디스플레이의 최경오(52) 명장과 박기현(54) 명장 삼성SDI의 박경일(54) 명장과 조성완(53) 명장 등이 이름을 올렸다.

특히 올해는 삼성중공업에서 처음으로 선박해양 플랜트 분야 명장을 배출했다. 제조 기술 전문가인 오선규(51) 명장과 허정영(55) 명장이 그 주인공이다.

삼성은 2019년부터 삼성 명장 제도를 운영하면서 선정 분야와 도입 계열사를 확대해왔다.

초기에는 제조 분야 위주로 명장을 선정했으나 최근에는 구매 및 환경안전 분야 전문가도 선정하고 있다.

제도는 삼성전자에 처음 도입된 이후 2020년 삼성전기 2021년 삼성디스플레이와 삼성SDI에 이어 올해 삼성중공업까지 확대했다.

지금까지 명장 총 69명을 선정했으며 명장 제도 운영을 통해 핵심 기술인재 이탈을 방지하며 후진 양성에 힘쓰고 있다.

회사는 명장으로 선정된 직원들에게 격려금 명장 수당 정년 이후 계속 근무할 수 있는 삼성시니어트랙 우선 선발 등 다양한 인사 혜택을 제공한다.

명장들은 사내 롤모델로서 자긍심을 갖고 후배들에게 노하우를 전수하기 위해 노력하고 있다.

삼성은 앞으로도 최고 수준의 기술전문가 육성에 힘쓰는 한편 국제기능경기대회 전국기능경기대회 후원 등을 지속해 국가 산업 생태계 강화에도 기여할 계획이라고 밝혔다.",Good:0 Warm:0 Sad:0 Angry:0 Want:0,,,,,0.0,경제,0,,20250106_019
